"Тема","Дата начала","Время начала","Дата завершения","Время завершения","Ежедневное событие","Оповещение вкл/выкл","Дата оповещения","Время оповещения","В это время","Важность","Описание","Пометка"
"ВПВПС-24-2 - ОП Пз У1 ВПВПС-24-2","24.05.2025","07:45:00","24.05.2025","09:20:00","Ложь","Истина","24.05.2025","07:40:00","2","Обычная","ОП Пз У1 ВПВПС-24-2","Обычный"
"ІТУ-24-1 - ОП Пз У1 ІТУ-24-1","08.03.2025","07:45:00","08.03.2025","09:20:00","Ложь","Истина","08.03.2025","07:40:00","2","Обычная","ОП Пз У1 ІТУ-24-1","Обычный"
"ІТУ-24-1 - ОП Пз У1 ІТУ-24-1","10.05.2025","07:45:00","10.05.2025","09:20:00","Ложь","Истина","10.05.2025","07:40:00","2","Обычная","ОП Пз У1 ІТУ-24-1","Обычный"
"ІТУ-24-1 - ОП Пз У1 ІТУ-24-1","31.05.2025","07:45:00","31.05.2025","09:20:00","Ложь","Истина","31.05.2025","07:40:00","2","Обычная","ОП Пз У1 ІТУ-24-1","Обычный"
"ІТУ-24-1 - ІМ Пз У2 ІТУ-24-1","08.03.2025","09:30:00","08.03.2025","11:05:00","Ложь","Истина","08.03.2025","09:25:00","2","Обычная","ІМ Пз У2 ІТУ-24-1","Обычный"
"ІТУ-24-1 - ІМ Пз У2 ІТУ-24-1","22.03.2025","09:30:00","22.03.2025","11:05:00","Ложь","Истина","22.03.2025","09:25:00","2","Обычная","ІМ Пз У2 ІТУ-24-1","Обычный"
"ІТУ-24-1 - ІМ Пз У4 ІТУ-24-1","10.05.2025","09:30:00","10.05.2025","11:05:00","Ложь","Истина","10.05.2025","09:25:00","2","Обычная","ІМ Пз У4 ІТУ-24-1","Обычный"
"ІТУ-24-1 - ІМ Пз У4 ІТУ-24-1","31.05.2025","09:30:00","31.05.2025","11:05:00","Ложь","Истина","31.05.2025","09:25:00","2","Обычная","ІМ Пз У4 ІТУ-24-1","Обычный"
"ІТУ-24-1 - ІМ Пз У1 ІТУ-24-1","07.06.2025","09:30:00","07.06.2025","11:05:00","Ложь","Истина","07.06.2025","09:25:00","2","Обычная","ІМ Пз У1 ІТУ-24-1","Обычный"
"ІТУ-24-1 - ОП Пз У1 ІТУ-24-1","22.02.2025","11:15:00","22.02.2025","12:50:00","Ложь","Истина","22.02.2025","11:10:00","2","Обычная","ОП Пз У1 ІТУ-24-1","Обычный"
"ІТУ-24-1 - ІМ Пз У3 ІТУ-24-1","08.03.2025","11:15:00","08.03.2025","12:50:00","Ложь","Истина","08.03.2025","11:10:00","2","Обычная","ІМ Пз У3 ІТУ-24-1","Обычный"
"ІТУ-24-1 - ІМ Пз У3 ІТУ-24-1","22.03.2025","11:15:00","22.03.2025","12:50:00","Ложь","Истина","22.03.2025","11:10:00","2","Обычная","ІМ Пз У3 ІТУ-24-1","Обычный"
"ІТУ-24-1 - ІМ Пз У4 ІТУ-24-1","10.05.2025","11:15:00","10.05.2025","12:50:00","Ложь","Истина","10.05.2025","11:10:00","2","Обычная","ІМ Пз У4 ІТУ-24-1","Обычный"
"ІТУ-24-1 - ІМ Пз У4 ІТУ-24-1","31.05.2025","11:15:00","31.05.2025","12:50:00","Ложь","Истина","31.05.2025","11:10:00","2","Обычная","ІМ Пз У4 ІТУ-24-1","Обычный"
"ІТУ-24-1 - ІМ Пз У1 ІТУ-24-1","07.06.2025","11:15:00","07.06.2025","12:50:00","Ложь","Истина","07.06.2025","11:10:00","2","Обычная","ІМ Пз У1 ІТУ-24-1","Обычный"
"ІТУ-24-1 - ІМ Пз У2 ІТУ-24-1","22.02.2025","13:10:00","22.02.2025","14:45:00","Ложь","Истина","22.02.2025","13:05:00","2","Обычная","ІМ Пз У2 ІТУ-24-1","Обычный"
"ІТУ-24-1 - ОП Пз У1 ІТУ-24-1","07.06.2025","13:10:00","07.06.2025","14:45:00","Ложь","Истина","07.06.2025","13:05:00","2","Обычная","ОП Пз У1 ІТУ-24-1","Обычный"
"ІТУ-24-1 - ІМ Пз У2 ІТУ-24-1","22.02.2025","14:55:00","22.02.2025","16:30:00","Ложь","Истина","22.02.2025","14:50:00","2","Обычная","ІМ Пз У2 ІТУ-24-1","Обычный"
